Fecha,Área,Necesidad_Personal,Proyectos_Activos,Rotacion_Empleados,Ausentismo,Horas_Extras,Clima_Laboral
2019-03-01,Marketing,29,7,3.6,2.26,8.98,8.2
2022-11-01,IT,32,6,8.52,5.08,1.06,5.2
2021-09-01,Operaciones,28,13,4.55,11.51,2.26,7.2
2020-01-01,Marketing,23,14,8.28,5.74,9.75,7.7
2023-07-01,Marketing,29,5,1.67,9.58,0.99,6.0
2018-04-01,Finanzas,21,2,0.02,3.23,7.53,5.4
2021-09-01,IT,38,3,2.89,13.93,9.47,5.4
2021-02-01,Marketing,31,5,1.89,2.11,9.47,4.3
2021-01-01,IT,25,1,4.34,13.37,5.49,4.1
2018-10-01,Finanzas,12,14,2.81,0.95,0.25,7.7
2023-10-01,Marketing,31,1,5.86,3.08,9.82,7.0
2019-10-01,IT,18,4,7.33,12.35,5.73,7.6
2020-03-01,IT,14,12,9.74,11.27,1.69,5.9
2023-07-01,Recursos Humanos,26,6,0.72,6.89,9.29,8.4
2021-11-01,Recursos Humanos,35,7,2.86,8.41,7.58,7.5
2023-11-01,Recursos Humanos,33,5,0.72,11.06,3.96,9.8
2022-11-01,Marketing,31,5,4.51,1.64,8.16,6.4
2021-08-01,Recursos Humanos,25,4,9.66,2.35,6.6,4.1
2019-09-01,Finanzas,25,5,0.71,4.53,6.48,9.7
2023-12-01,Operaciones,41,1,1.1,4.39,9.27,4.7
2020-08-01,IT,18,9,4.74,1.72,0.63,8.1
2020-06-01,Operaciones,21,3,9.76,14.25,8.24,8.0
2018-04-01,Marketing,30,5,6.26,14.29,1.26,9.0
2019-03-01,Finanzas,19,13,3.07,10.78,9.18,7.9
2018-04-01,Operaciones,17,10,9.04,6.01,7.06,9.1
2020-08-01,Recursos Humanos,13,7,7.93,5.67,6.3,6.1
2020-01-01,Recursos Humanos,24,10,1.94,6.26,1.49,9.1
2020-11-01,IT,22,5,9.31,10.71,7.13,5.0
2020-06-01,Recursos Humanos,22,6,6.16,13.51,0.57,9.4
2021-04-01,Finanzas,26,12,6.77,11.83,9.18,4.9
2020-08-01,Recursos Humanos,20,13,4.11,9.53,2.42,8.8
2021-02-01,Operaciones,31,7,3.08,7.53,0.93,9.7
2020-02-01,Finanzas,15,2,6.46,6.29,6.43,9.2
2019-09-01,Operaciones,15,8,5.81,3.51,7.79,7.0
2020-12-01,Operaciones,40,11,3.62,9.35,2.09,9.5
2020-08-01,Marketing,18,4,9.33,5.94,6.6,8.6
2021-04-01,IT,15,4,6.09,1.64,8.65,7.2
2023-11-01,Finanzas,16,8,9.3,14.82,3.8,5.3
2021-06-01,Recursos Humanos,26,2,3.11,12.57,4.36,6.2
2018-12-01,Recursos Humanos,7,2,9.43,14.65,4.63,6.2
2022-12-01,Operaciones,35,2,4.48,14.42,5.52,9.8
2018-07-01,IT,12,12,1.29,11.35,9.02,5.5
2023-08-01,Finanzas,32,1,4.9,1.25,6.9,10.0
2022-06-01,Operaciones,25,3,6.17,11.41,2.62,9.1
2018-05-01,Marketing,19,12,3.51,9.03,4.59,4.5
2022-11-01,IT,28,12,8.03,10.64,0.51,5.1
2022-02-01,Finanzas,30,4,8.94,4.2,7.69,5.1
2022-03-01,Recursos Humanos,26,3,0.56,12.18,9.21,6.3
2021-06-01,Operaciones,18,4,6.44,0.05,9.27,7.5
2022-10-01,Marketing,30,14,6.52,12.55,9.87,9.4
2020-12-01,Finanzas,25,2,8.17,1.63,7.95,6.7
2023-11-01,Operaciones,36,6,7.16,5.0,8.71,5.1
2019-03-01,Recursos Humanos,31,4,4.32,0.91,3.2,6.6
2018-03-01,Marketing,20,13,8.12,0.98,9.5,5.8
2018-02-01,Operaciones,12,3,0.82,12.77,3.3,6.8
2020-03-01,Marketing,20,4,9.27,0.57,2.18,8.6
2020-11-01,Recursos Humanos,28,6,3.82,5.98,4.72,8.1
2023-08-01,Recursos Humanos,28,2,2.91,1.58,6.94,9.8
2020-11-01,IT,26,9,6.91,5.1,7.55,9.0
2023-03-01,Marketing,26,9,1.49,13.53,2.0,8.2
2020-06-01,Recursos Humanos,26,12,7.69,10.14,0.38,8.2
2022-07-01,Recursos Humanos,23,4,5.41,8.01,9.27,9.3
2020-01-01,Finanzas,28,6,1.21,9.37,7.57,9.0
2021-02-01,Recursos Humanos,29,11,2.06,2.97,4.4,9.3
2022-08-01,Marketing,27,1,0.1,8.9,9.55,9.4
2022-04-01,Finanzas,32,11,2.03,10.75,7.7,8.9
2022-02-01,IT,31,9,7.89,11.1,3.96,6.7
2018-03-01,Marketing,18,7,5.91,13.37,0.78,8.6
2020-09-01,IT,31,10,6.07,7.92,7.21,6.1
2020-12-01,Finanzas,19,9,0.04,3.82,9.25,5.8
2019-02-01,Operaciones,20,6,4.49,5.3,6.53,9.4
2018-11-01,Recursos Humanos,15,3,0.55,3.78,6.67,8.4
2022-05-01,Finanzas,38,14,1.59,7.93,4.65,4.2
2020-08-01,IT,18,11,8.8,4.92,2.92,4.2
2021-06-01,Finanzas,18,5,3.54,1.49,5.51,6.6
2020-09-01,Finanzas,23,6,2.79,4.75,9.16,9.9
2019-07-01,Marketing,18,12,8.49,4.49,4.49,8.2
2018-05-01,Operaciones,26,7,1.13,12.86,9.04,7.7
2018-01-01,IT,18,11,6.67,6.66,8.16,7.2
2018-12-01,IT,24,13,2.07,11.3,7.61,5.1
2019-10-01,Finanzas,30,14,4.54,14.45,0.44,7.9
2018-01-01,IT,17,12,4.6,12.41,0.07,6.2
2021-11-01,Recursos Humanos,26,9,1.86,12.42,0.78,6.7
2020-07-01,Finanzas,27,11,4.04,6.86,7.8,7.0
2021-06-01,Operaciones,27,11,0.45,10.1,8.44,8.2
2023-06-01,Finanzas,23,5,3.01,14.55,2.35,6.7
2019-09-01,Operaciones,27,6,1.41,9.8,4.9,6.4
2020-07-01,IT,25,5,7.26,11.45,1.33,5.7
2019-10-01,Finanzas,13,13,4.3,4.66,2.31,8.0
2022-07-01,Recursos Humanos,32,1,1.84,8.13,3.78,8.2
2018-03-01,Marketing,7,14,1.85,11.34,4.92,6.4
2019-06-01,Finanzas,29,10,5.94,3.47,8.24,9.9
2021-03-01,Recursos Humanos,25,5,2.4,6.18,8.03,7.9
2019-04-01,Recursos Humanos,14,12,3.98,2.06,5.33,9.7
2018-03-01,IT,36,10,7.6,3.23,6.95,7.2
2023-10-01,Operaciones,27,13,3.52,9.35,6.83,6.9
2021-06-01,IT,39,11,3.16,13.25,6.21,7.1
2023-09-01,IT,29,8,0.74,10.23,0.34,4.2
2023-02-01,Recursos Humanos,40,6,9.55,12.58,9.71,6.5
2023-05-01,Recursos Humanos,34,11,3.41,9.66,8.45,8.1
2022-02-01,Marketing,23,10,2.41,10.98,2.53,8.1
2019-04-01,Recursos Humanos,24,2,3.23,11.46,5.37,4.9
2019-10-01,Operaciones,4,6,9.08,12.45,2.25,8.8
2022-03-01,Recursos Humanos,24,11,9.93,12.84,5.83,5.2
2022-07-01,Operaciones,20,13,0.86,0.67,4.23,4.8
2019-05-01,Recursos Humanos,15,14,6.36,1.2,5.14,5.9
2018-12-01,Marketing,30,13,5.41,0.96,7.52,4.4
2019-10-01,Operaciones,22,7,0.43,7.69,2.57,8.8
2022-04-01,Finanzas,22,12,1.3,7.38,8.59,6.5
2018-01-01,Finanzas,35,9,5.79,14.52,9.75,4.2
2023-07-01,Finanzas,28,2,7.2,6.81,2.61,7.9
2020-07-01,IT,18,6,3.88,8.66,5.6,5.7
2022-03-01,Operaciones,32,7,5.85,3.55,3.11,7.0
2022-06-01,Marketing,32,1,4.46,11.01,9.79,6.8
2022-02-01,Recursos Humanos,30,1,7.42,6.18,6.25,8.9
2023-09-01,Marketing,27,14,8.23,3.53,8.84,4.1
2022-08-01,Finanzas,21,11,4.29,0.19,8.53,6.5
2021-05-01,Recursos Humanos,28,6,3.44,12.66,2.97,7.2
2021-07-01,Recursos Humanos,30,5,5.44,3.36,1.39,6.0
2023-01-01,Marketing,20,6,2.98,14.72,1.09,6.0
2020-10-01,IT,27,3,9.09,6.72,9.81,9.7
2022-04-01,IT,28,1,9.81,11.7,4.81,5.1
2023-09-01,Finanzas,41,8,5.02,12.51,3.16,5.5
2019-01-01,Operaciones,30,4,1.13,8.03,3.85,9.3
2018-05-01,Finanzas,24,4,4.06,9.35,3.12,4.1
2018-05-01,Operaciones,18,7,3.34,1.24,7.28,6.6
2018-07-01,Recursos Humanos,14,11,4.5,8.55,3.05,7.6
2023-11-01,Operaciones,24,14,3.2,1.08,3.56,5.3
2020-07-01,Recursos Humanos,26,1,2.08,2.61,6.56,4.4
2020-08-01,Recursos Humanos,22,4,6.25,13.11,5.58,6.3
2018-12-01,IT,31,5,3.24,12.51,9.39,9.7
2021-07-01,Marketing,20,12,1.49,10.86,2.32,4.4
2021-12-01,Finanzas,19,3,2.87,2.53,6.52,8.3
2021-10-01,Finanzas,29,4,0.94,9.75,0.6,7.6
2019-03-01,Finanzas,16,14,7.34,9.22,4.12,4.0
2018-10-01,Marketing,27,4,1.95,8.1,2.26,6.9
2023-06-01,Finanzas,28,6,2.0,0.02,3.08,4.3
2022-01-01,Operaciones,27,2,5.79,6.2,7.0,5.9
2022-08-01,Operaciones,24,9,5.61,8.33,1.03,9.1
2019-01-01,Finanzas,20,10,7.22,0.92,6.77,6.9
2018-11-01,Recursos Humanos,34,9,5.45,11.54,1.16,8.1
2019-03-01,Operaciones,29,2,1.0,9.98,1.23,5.9
2023-05-01,Finanzas,39,1,4.87,13.07,6.3,7.2
2021-03-01,IT,27,2,3.24,14.76,2.26,5.3
2018-01-01,Marketing,16,11,8.24,4.48,7.72,5.4
2021-08-01,Recursos Humanos,35,8,5.22,0.85,8.25,7.3
2019-01-01,Operaciones,20,2,6.85,2.99,7.67,5.1
2021-11-01,Finanzas,15,9,4.09,6.96,9.09,4.9
2021-06-01,IT,25,9,0.13,1.97,0.71,8.9
2020-03-01,Finanzas,22,6,4.08,12.34,4.27,6.4
2022-03-01,Finanzas,43,11,8.84,12.1,9.55,6.4
2023-08-01,Marketing,27,13,1.41,11.43,4.01,6.2
2018-01-01,Finanzas,15,7,1.17,4.47,5.91,7.8
2018-04-01,Marketing,31,5,4.87,2.74,9.39,9.7
2018-12-01,Operaciones,34,2,9.54,6.55,1.3,5.3
2018-10-01,IT,28,12,3.5,4.72,1.85,6.3
2021-10-01,Finanzas,31,9,2.78,1.69,2.09,7.4
2020-09-01,Finanzas,18,8,7.23,6.86,6.9,8.2
2021-01-01,IT,33,9,2.49,6.68,0.57,7.5
2021-02-01,Operaciones,18,9,4.71,2.04,2.8,4.5
2019-10-01,Recursos Humanos,11,13,4.07,1.49,3.62,6.1
2021-04-01,Recursos Humanos,34,4,2.88,9.63,4.16,4.4
2023-09-01,Marketing,28,4,6.31,13.13,3.45,5.1
2023-02-01,IT,27,12,1.19,1.63,4.75,9.7
2021-09-01,Operaciones,17,12,3.68,0.87,5.67,5.7
2023-06-01,Marketing,33,2,0.53,6.25,6.88,8.2
2023-07-01,IT,23,8,3.07,3.16,5.08,4.9
2021-07-01,Marketing,23,1,6.89,3.91,4.25,9.0
2019-04-01,Operaciones,30,12,9.15,11.17,6.99,9.2
2018-04-01,Operaciones,25,6,0.26,13.97,2.3,9.3
2020-06-01,Recursos Humanos,18,5,7.15,8.93,9.05,5.8
2018-07-01,Recursos Humanos,22,3,2.06,8.08,0.19,9.3
2020-10-01,Marketing,23,3,9.85,5.27,7.04,4.3
2023-01-01,Recursos Humanos,23,6,6.41,12.14,0.71,5.4
2020-09-01,Finanzas,35,2,6.68,6.29,6.24,6.1
2018-12-01,IT,31,13,5.42,10.05,4.35,5.3
2022-08-01,Finanzas,19,4,3.26,14.17,3.54,6.4
2023-03-01,IT,19,3,9.21,6.18,8.22,7.3
2022-02-01,Recursos Humanos,28,7,8.5,4.41,6.24,5.9
2021-04-01,Recursos Humanos,28,7,8.47,9.5,2.65,4.3
2021-12-01,Finanzas,24,6,9.79,13.7,7.46,9.9
2021-04-01,Operaciones,36,5,7.13,10.01,0.27,9.7
2018-04-01,Marketing,20,3,5.47,14.47,2.13,8.5
2019-10-01,Operaciones,23,1,0.25,4.18,9.91,9.1
2018-08-01,Marketing,5,12,0.85,1.49,4.27,4.5
2022-04-01,Recursos Humanos,29,9,1.97,3.24,5.07,7.3
2018-09-01,Finanzas,18,3,0.58,7.07,0.37,6.8
2023-06-01,Recursos Humanos,18,13,2.89,10.3,7.19,7.5
2018-07-01,Operaciones,16,12,2.63,13.63,8.14,9.2
2022-03-01,IT,33,6,7.23,12.37,0.36,4.8
2018-12-01,Finanzas,24,4,1.44,1.38,9.33,8.2
2018-03-01,Recursos Humanos,29,10,9.13,6.23,3.97,4.6
2022-03-01,Marketing,29,12,3.19,3.58,4.98,5.8
2018-04-01,IT,12,5,4.87,12.0,2.74,9.4
2019-03-01,Recursos Humanos,24,7,1.8,10.95,7.98,7.9
2022-08-01,IT,34,4,0.27,7.31,1.1,4.7
2022-02-01,Finanzas,20,8,0.51,14.67,4.85,4.5
2020-01-01,Finanzas,31,14,7.86,10.26,1.88,5.1
2022-03-01,Marketing,23,1,5.21,0.65,0.73,9.3
2018-09-01,Recursos Humanos,30,4,5.54,9.3,2.15,4.6
2021-04-01,Recursos Humanos,27,6,4.25,13.2,2.43,8.2
2021-07-01,IT,36,14,8.95,9.49,9.37,6.3
2023-06-01,Operaciones,28,11,4.93,1.02,6.53,8.5
2018-01-01,Operaciones,10,2,7.95,9.51,2.15,6.3
2023-11-01,Recursos Humanos,35,1,2.82,2.83,8.53,5.7
2018-01-01,Recursos Humanos,35,8,7.0,9.25,3.29,5.8
2022-02-01,Finanzas,41,3,6.64,1.72,0.41,5.5
2020-12-01,Marketing,28,7,0.27,7.76,1.33,6.2
2023-11-01,Marketing,33,7,0.38,1.86,2.78,4.5
2023-09-01,Marketing,38,8,4.08,0.79,3.79,9.2
2019-06-01,Operaciones,33,6,7.28,2.66,4.43,8.6
2020-04-01,Recursos Humanos,29,8,6.72,13.02,6.29,4.5
2023-05-01,IT,15,10,2.67,2.97,9.27,7.6
2022-10-01,Marketing,30,4,1.62,2.44,8.11,4.9
2021-11-01,IT,17,7,7.93,11.83,4.19,7.1
2022-03-01,Finanzas,40,6,5.11,6.01,4.66,6.6
2020-07-01,IT,32,3,5.89,0.87,8.59,4.4
2020-08-01,Recursos Humanos,32,3,5.21,6.13,0.63,8.9
2018-07-01,IT,15,1,4.63,11.57,2.95,4.9
2022-04-01,Marketing,39,1,1.6,3.94,1.23,6.6
2019-07-01,Marketing,23,7,7.05,1.62,7.83,4.5
2023-06-01,Operaciones,28,6,1.9,4.95,5.43,7.9
2022-07-01,IT,32,8,8.88,10.03,0.53,9.8
2023-11-01,IT,41,12,9.43,13.28,5.14,7.9
2021-03-01,Operaciones,26,1,0.56,4.46,4.31,8.0
2019-02-01,Operaciones,17,6,2.18,7.72,9.25,7.9
2021-03-01,Recursos Humanos,27,4,7.49,4.99,2.7,4.6
2019-10-01,Recursos Humanos,28,11,2.01,13.85,5.72,8.6
2022-06-01,Recursos Humanos,37,9,6.14,3.55,8.87,5.2
2022-09-01,IT,28,6,0.74,14.07,2.78,6.8
2021-07-01,Marketing,37,3,1.94,12.3,3.76,8.3
2023-08-01,Recursos Humanos,35,4,1.38,12.42,3.32,8.1
2021-05-01,IT,21,7,5.54,14.43,5.46,9.7
2018-01-01,Marketing,23,2,9.35,8.3,6.52,7.5
2021-04-01,IT,26,1,5.23,3.09,7.7,7.4
2020-03-01,Marketing,31,13,8.19,5.23,7.53,8.2
2022-01-01,Operaciones,26,7,5.12,14.81,7.77,7.7
2023-07-01,Finanzas,39,13,0.57,3.38,9.52,9.3
2022-10-01,Operaciones,32,10,7.01,6.08,3.52,7.7
2023-08-01,Finanzas,27,1,1.78,1.61,9.74,4.2
2021-04-01,Operaciones,23,9,8.52,9.09,3.37,6.2
2021-03-01,Recursos Humanos,33,14,8.82,2.35,8.99,7.5
2019-12-01,Marketing,32,13,8.2,9.32,5.88,5.9
2020-03-01,Operaciones,16,11,6.88,11.72,6.13,9.6
2022-10-01,Recursos Humanos,35,10,0.46,5.82,1.82,7.5
2019-06-01,Finanzas,14,13,8.31,3.18,6.15,5.9
2018-04-01,Marketing,23,11,4.07,4.81,3.52,7.3
2018-12-01,IT,26,5,0.86,11.02,6.86,5.1
2018-04-01,Marketing,30,9,0.52,2.59,9.86,9.4
2018-07-01,Finanzas,21,8,8.46,2.92,7.56,6.0
2020-08-01,Recursos Humanos,22,10,8.94,3.67,2.76,9.4
2018-12-01,Finanzas,21,3,8.41,0.78,9.41,9.8
2021-09-01,IT,21,9,5.38,14.64,5.85,5.9
2023-05-01,Finanzas,35,1,3.49,10.83,6.37,9.6
2022-01-01,Marketing,26,8,0.92,14.51,1.24,8.7
2021-05-01,Finanzas,22,8,7.6,12.23,7.69,10.0
2021-03-01,Finanzas,42,7,0.29,14.3,9.29,6.2
2023-08-01,IT,27,9,5.42,0.63,7.51,9.1
2020-01-01,IT,33,7,3.96,6.08,3.67,4.9
2020-02-01,Marketing,16,11,5.62,3.16,3.54,8.9
2018-01-01,IT,12,6,2.22,0.65,8.32,4.5
2020-08-01,Finanzas,28,11,5.39,5.42,6.28,5.1
2020-04-01,Finanzas,32,3,5.39,13.72,4.69,5.0
2019-04-01,Operaciones,9,2,7.45,7.96,0.75,9.6
2022-12-01,IT,31,8,8.54,1.78,5.69,9.3
2021-04-01,Finanzas,17,1,4.74,3.39,3.81,4.6
2021-01-01,Marketing,25,7,5.2,10.82,2.11,5.2
2021-08-01,Recursos Humanos,34,7,3.08,9.25,8.5,7.7
2023-10-01,Marketing,36,2,6.37,14.15,1.07,5.4
2021-10-01,Operaciones,23,6,8.37,13.17,9.94,9.7
2023-10-01,Finanzas,41,7,6.94,11.72,8.35,4.1
2021-07-01,Operaciones,27,14,6.21,8.84,9.14,9.1
2018-04-01,Recursos Humanos,12,7,7.78,4.91,0.52,8.3
2023-10-01,Recursos Humanos,32,1,7.09,9.13,7.11,8.7
2022-05-01,Finanzas,31,11,1.72,12.47,5.91,8.0
2019-06-01,Operaciones,9,3,9.96,1.04,8.1,4.2
2019-01-01,Finanzas,16,2,1.16,10.83,9.14,5.2
2020-07-01,Operaciones,13,1,8.82,0.32,3.58,8.4
2019-05-01,Recursos Humanos,37,13,2.44,9.93,9.26,7.5
2019-09-01,Finanzas,27,5,6.51,7.07,1.39,9.2
2023-09-01,Marketing,30,14,9.83,12.44,0.53,5.0
2020-07-01,Recursos Humanos,36,6,8.96,1.53,6.88,4.8
2020-08-01,Recursos Humanos,20,9,5.04,2.65,9.46,5.5
2019-03-01,Finanzas,26,7,8.21,5.12,5.23,5.5
2019-04-01,Finanzas,30,9,0.17,0.94,0.66,7.6
2021-06-01,Operaciones,15,7,6.21,6.49,6.53,9.1
2018-12-01,Operaciones,27,8,3.94,2.0,4.58,4.2
2020-04-01,Recursos Humanos,29,9,9.48,5.88,5.97,9.2
2022-07-01,Finanzas,32,2,4.25,9.79,9.41,7.3
2023-12-01,Marketing,34,5,9.42,14.3,0.15,6.7
2020-03-01,Recursos Humanos,17,3,0.24,1.67,9.02,7.0
2022-02-01,Operaciones,20,13,6.34,11.45,8.79,7.6
2020-10-01,IT,24,14,3.62,9.32,2.14,6.8
2022-04-01,Recursos Humanos,32,11,4.96,11.55,8.7,8.7
2020-12-01,IT,27,8,3.7,14.89,0.3,9.3
2023-06-01,IT,30,1,8.81,0.16,5.0,9.9
2022-03-01,Recursos Humanos,31,6,8.35,7.2,2.82,8.5
2018-12-01,Recursos Humanos,30,14,6.05,4.25,4.67,4.8
2020-08-01,Recursos Humanos,20,13,2.73,5.44,6.01,7.9
2020-06-01,IT,22,2,2.19,9.84,4.02,8.2
2021-05-01,Operaciones,28,5,7.56,4.43,9.35,7.2
2018-12-01,Operaciones,32,7,2.71,1.19,7.37,7.6
2018-05-01,Recursos Humanos,27,7,4.02,5.69,2.4,9.8
2020-04-01,Recursos Humanos,21,14,8.22,3.25,9.56,7.3
2021-10-01,Operaciones,18,7,8.21,8.79,4.6,8.0
2019-10-01,Marketing,15,6,5.06,5.9,4.2,9.6
2019-07-01,Recursos Humanos,18,8,4.03,4.42,7.04,7.5
2022-03-01,Marketing,31,13,8.86,1.78,3.96,6.1
2018-09-01,IT,28,11,4.21,11.77,6.22,8.6
2022-02-01,Marketing,34,2,4.32,12.01,1.4,6.4
2021-02-01,Recursos Humanos,16,4,1.86,5.2,2.5,5.2
2020-08-01,Operaciones,27,1,5.48,6.17,8.47,5.4
2020-12-01,Marketing,26,10,3.29,12.41,3.42,5.8
2023-05-01,Operaciones,28,14,8.04,3.06,2.86,6.9
2021-09-01,Marketing,27,6,8.26,9.62,7.42,8.3
2019-03-01,IT,15,5,3.94,7.12,6.21,7.4
2019-10-01,IT,26,3,5.68,11.18,2.06,6.7
2018-02-01,Recursos Humanos,25,5,3.28,14.26,1.26,6.4
2018-11-01,Marketing,29,7,1.62,3.75,7.06,4.7
2022-08-01,Recursos Humanos,23,8,7.18,5.2,0.48,4.1
2022-04-01,Operaciones,28,4,0.48,6.13,0.96,7.7
2023-05-01,Operaciones,24,10,5.0,5.47,9.46,10.0
2020-05-01,Finanzas,38,6,6.99,14.29,9.88,6.2
2022-07-01,Recursos Humanos,38,13,5.5,3.27,3.67,8.2
2020-02-01,IT,26,10,4.16,5.79,5.75,6.2
2022-03-01,IT,32,1,5.9,12.46,5.85,9.3
2018-12-01,Finanzas,24,7,6.01,11.65,7.07,5.1
2023-11-01,Recursos Humanos,21,4,7.84,9.82,4.45,9.8
2018-08-01,Marketing,19,9,1.01,9.0,6.38,7.2
2020-10-01,Recursos Humanos,14,8,8.31,13.9,7.5,9.6
2020-01-01,Marketing,39,7,0.68,11.52,2.34,5.4
2020-05-01,Finanzas,32,5,1.71,10.75,1.88,8.9
2020-07-01,Operaciones,26,3,4.29,7.93,6.31,8.4
2022-01-01,Recursos Humanos,30,13,1.82,1.87,3.39,9.7
2019-08-01,Marketing,13,5,4.16,12.3,0.45,5.3
2023-10-01,Finanzas,34,4,5.41,4.29,6.98,6.3
2020-06-01,IT,28,11,9.39,7.34,9.4,6.2
2019-06-01,Marketing,22,9,8.19,9.44,3.91,4.4
2021-02-01,Finanzas,24,8,5.24,3.92,5.11,4.1
2022-06-01,Finanzas,32,14,4.94,0.63,6.97,9.3
2019-05-01,Operaciones,21,1,1.48,0.72,3.2,5.6
2020-05-01,Finanzas,14,3,8.32,6.09,5.8,8.4
2022-04-01,Marketing,41,8,1.78,9.8,7.5,5.2
2023-10-01,IT,32,14,4.27,7.49,8.1,9.2
2020-09-01,Marketing,27,6,6.12,6.24,1.44,6.2
2023-11-01,Recursos Humanos,15,1,8.37,0.01,5.09,7.2
2023-03-01,Operaciones,28,14,5.25,4.24,9.56,4.5
2022-12-01,Marketing,27,5,7.98,9.61,3.97,6.2
2023-04-01,Recursos Humanos,32,1,6.19,7.25,5.26,8.1
2020-10-01,Recursos Humanos,19,10,9.79,1.82,9.77,4.9
2018-10-01,Marketing,10,9,6.31,0.12,3.51,4.8
2018-12-01,IT,29,4,4.78,1.6,8.24,4.9
2019-06-01,IT,28,2,5.54,13.26,0.73,9.6
2020-05-01,IT,27,8,9.96,0.89,3.37,6.3
2020-07-01,Recursos Humanos,40,6,8.79,4.3,7.82,5.3
2020-02-01,Operaciones,28,14,7.55,3.89,1.05,7.9
2018-01-01,Marketing,17,14,6.61,11.05,7.63,6.2
2018-05-01,Finanzas,17,4,0.31,2.65,0.49,5.2
2021-03-01,Recursos Humanos,26,10,9.27,9.4,8.06,6.7
2022-02-01,Operaciones,32,11,1.44,3.44,7.19,9.0
2023-02-01,Finanzas,23,12,1.75,5.25,9.26,6.5
2021-07-01,Finanzas,24,11,0.05,12.1,8.19,6.9
2022-11-01,Marketing,28,11,1.64,4.46,9.35,9.8
2018-10-01,IT,22,12,3.6,13.57,2.16,4.7
2023-12-01,IT,50,9,8.27,10.19,9.65,4.7
2019-09-01,Operaciones,16,1,4.79,7.99,4.25,9.8
2022-11-01,Recursos Humanos,21,13,0.27,5.98,6.41,5.1
2018-08-01,Recursos Humanos,15,10,3.88,14.78,0.49,5.0
2023-10-01,Finanzas,33,3,3.2,1.08,0.87,9.4
2023-09-01,Marketing,20,11,5.27,2.37,6.61,7.3
2019-11-01,Recursos Humanos,13,7,3.08,6.04,9.64,6.6
2021-12-01,Operaciones,30,1,3.66,2.13,1.83,6.5
2023-08-01,Finanzas,22,1,5.39,4.32,5.06,9.4
2021-08-01,IT,32,14,2.31,3.07,8.8,8.4
2018-11-01,Operaciones,22,7,5.4,14.19,4.69,4.2
2020-12-01,Recursos Humanos,23,14,0.44,8.37,3.79,7.5
2021-07-01,Finanzas,22,10,4.53,10.48,8.26,5.8
2021-04-01,IT,19,1,5.85,5.06,4.29,5.0
2018-03-01,Recursos Humanos,25,3,8.09,0.85,9.75,9.5
2020-03-01,Marketing,16,6,5.84,7.35,2.3,5.8
2022-09-01,IT,23,8,4.81,7.62,7.76,4.7
2022-07-01,Recursos Humanos,32,11,9.16,1.4,0.25,6.6
2018-02-01,Marketing,30,2,5.25,9.9,2.16,10.0
2023-11-01,Finanzas,25,4,6.26,9.72,2.19,9.2
2023-04-01,Finanzas,40,5,4.29,11.94,4.37,5.6
2021-03-01,Operaciones,29,14,6.18,5.09,8.34,7.4
2022-01-01,IT,24,6,0.74,6.24,7.07,6.6
2023-03-01,IT,21,14,0.48,6.81,6.42,6.4
2021-01-01,IT,20,9,7.91,1.76,6.47,8.3
2020-10-01,Marketing,27,9,0.77,8.56,4.71,7.2
2020-12-01,Recursos Humanos,21,14,6.27,8.94,5.26,7.0
2022-07-01,Operaciones,23,5,1.67,12.12,1.62,9.7
2022-02-01,Finanzas,17,8,5.09,10.45,1.96,7.5
2018-12-01,Marketing,11,14,3.64,7.55,7.54,9.3
2022-03-01,Marketing,31,9,8.39,8.52,3.43,9.0
2022-01-01,Finanzas,25,11,3.12,6.5,0.59,6.4
2019-07-01,Finanzas,28,11,4.71,8.53,4.09,9.3
2021-05-01,Marketing,19,8,3.57,13.06,1.02,5.3
2022-04-01,Finanzas,17,13,3.05,3.3,3.61,9.3
2023-06-01,Recursos Humanos,36,2,0.1,5.81,1.39,8.5
2022-04-01,Marketing,33,6,2.17,3.89,7.75,8.7
2018-09-01,Recursos Humanos,25,10,5.28,3.83,1.33,6.9
2021-09-01,IT,24,2,0.71,9.48,4.69,8.7
2019-09-01,Recursos Humanos,29,7,4.78,13.44,4.94,8.6
2018-06-01,Recursos Humanos,14,13,2.28,8.64,3.92,10.0
2021-01-01,Operaciones,31,3,9.59,3.41,1.73,4.0
2018-10-01,Marketing,25,3,8.57,1.77,7.74,7.6
2021-12-01,Recursos Humanos,12,7,7.67,12.63,9.46,7.4
2021-01-01,Marketing,10,5,0.46,7.05,2.27,9.9
2023-11-01,IT,37,2,1.72,2.01,4.01,4.2
2020-10-01,Recursos Humanos,29,13,6.79,7.38,5.44,4.9
2021-11-01,Recursos Humanos,30,4,4.55,9.1,6.37,8.2
2019-11-01,Finanzas,26,9,7.66,3.09,7.76,6.8
2021-05-01,Operaciones,31,1,9.17,10.24,0.11,4.5
2018-09-01,Marketing,31,4,0.14,12.43,3.33,5.0
2021-06-01,Recursos Humanos,35,7,8.74,4.32,4.83,8.3
2022-06-01,Recursos Humanos,25,5,8.74,8.82,0.5,4.4
2023-08-01,IT,42,1,2.9,6.37,5.01,6.5
2022-09-01,Marketing,26,8,1.86,0.81,4.65,8.4
2020-04-01,Recursos Humanos,19,8,1.73,12.05,5.38,9.8
2023-12-01,Finanzas,31,14,0.2,0.48,2.54,6.0
2021-02-01,Marketing,34,2,3.47,3.73,9.67,7.2
