ID_Empleado,Competencias_Actuales,Rol_Laboral,Puntuacion_Desempeno,Horas_Capacitacion_Ultimo_Ano,Antiguedad_Empresa,Habilidades_Requeridas,Objetivos_Futuros
4166,Principiante,Gerente,87.11975069899978,27,8,Técnico,Rol de Liderazgo
4167,Intermedio,Especialista RRHH,78.37115051851436,54,12,Liderazgo,Dominio de Ventas
4168,Principiante,Analista,59.51266995672185,26,9,Comunicación,Expertise Técnico
4169,Intermedio,Especialista RRHH,67.32837905426894,67,14,Liderazgo,Expertise Técnico
4170,Principiante,Representante de Ventas,59.41401703300327,5,6,Liderazgo,Expertise Técnico
4171,Intermedio,Analista,61.6746065210361,57,17,Liderazgo,Expertise Técnico
4172,Intermedio,Desarrollador,83.62833126510226,5,11,Técnico,Rol de Liderazgo
4173,Principiante,Gerente,72.56097512941595,59,19,Liderazgo,Dominio de Ventas
4174,Principiante,Analista,67.76354709486019,18,13,Liderazgo,Rol de Liderazgo
4175,Intermedio,Desarrollador,74.71979817567157,60,3,Liderazgo,Dominio de Ventas
4176,Principiante,Desarrollador,71.17849309454655,16,3,Liderazgo,Habilidades Transversales
4177,Intermedio,Analista,76.56804110849616,48,14,Comunicación,Dominio de Ventas
4178,Intermedio,Desarrollador,96.26666871048978,2,8,Trabajo en Equipo,Dominio de Ventas
4179,Intermedio,Desarrollador,74.81753301567265,33,7,Comunicación,Expertise Técnico
4180,Intermedio,Representante de Ventas,86.20217367022022,61,4,Resolución de Problemas,Dominio de Ventas
4181,Avanzado,Especialista RRHH,55.909433083506975,59,3,Comunicación,Habilidades Transversales
4182,Intermedio,Representante de Ventas,71.2264852485528,67,19,Resolución de Problemas,Rol de Liderazgo
4183,Avanzado,Especialista RRHH,62.50336246963623,33,2,Técnico,Expertise Técnico
4184,Principiante,Desarrollador,77.38955403368811,28,5,Trabajo en Equipo,Habilidades Transversales
4185,Intermedio,Especialista RRHH,82.70895702095132,59,12,Liderazgo,Habilidades Transversales
4186,Intermedio,Representante de Ventas,83.76523025921621,43,2,Resolución de Problemas,Habilidades Transversales
4187,Avanzado,Gerente,73.66910798230835,14,18,Técnico,Rol de Liderazgo
4188,Principiante,Gerente,87.13617445884482,44,15,Trabajo en Equipo,Rol de Liderazgo
4189,Principiante,Especialista RRHH,78.18541364665228,74,16,Resolución de Problemas,Habilidades Transversales
4190,Principiante,Gerente,80.7163755024722,8,12,Técnico,Rol de Liderazgo
4191,Avanzado,Analista,70.26470562422237,34,12,Liderazgo,Dominio de Ventas
4192,Intermedio,Gerente,69.68666999282858,9,4,Técnico,Dominio de Ventas
4193,Avanzado,Especialista RRHH,71.95720196777546,37,8,Técnico,Rol de Liderazgo
4194,Principiante,Desarrollador,87.86893249275808,28,11,Liderazgo,Habilidades Transversales
4195,Principiante,Representante de Ventas,70.26985573066767,45,4,Resolución de Problemas,Habilidades Transversales
4196,Principiante,Gerente,59.666089974285725,69,12,Técnico,Expertise Técnico
4197,Intermedio,Especialista RRHH,72.96144803041409,72,10,Liderazgo,Habilidades Transversales
4198,Avanzado,Representante de Ventas,69.04845880070924,44,9,Resolución de Problemas,Expertise Técnico
4199,Intermedio,Analista,85.45901898158183,76,16,Liderazgo,Expertise Técnico
4200,Avanzado,Desarrollador,76.59353926018136,52,4,Comunicación,Habilidades Transversales
4201,Principiante,Representante de Ventas,79.60583886080867,1,17,Resolución de Problemas,Rol de Liderazgo
4202,Intermedio,Representante de Ventas,85.84592977596421,3,18,Comunicación,Expertise Técnico
4203,Intermedio,Especialista RRHH,78.11966310147977,70,7,Técnico,Expertise Técnico
4204,Principiante,Analista,65.26342155157961,18,9,Técnico,Expertise Técnico
4205,Principiante,Gerente,78.88668708599853,10,6,Técnico,Rol de Liderazgo
4206,Intermedio,Analista,87.10001678708063,31,3,Resolución de Problemas,Rol de Liderazgo
4207,Principiante,Desarrollador,75.01125695158233,13,15,Trabajo en Equipo,Expertise Técnico
4208,Avanzado,Gerente,75.80230365127765,48,1,Resolución de Problemas,Rol de Liderazgo
4209,Avanzado,Analista,69.87084122965905,68,17,Resolución de Problemas,Expertise Técnico
4210,Intermedio,Desarrollador,77.06695076800047,24,9,Trabajo en Equipo,Expertise Técnico
4211,Intermedio,Representante de Ventas,79.62958587675327,13,2,Resolución de Problemas,Dominio de Ventas
4212,Principiante,Representante de Ventas,86.68366243873618,38,6,Comunicación,Rol de Liderazgo
4213,Principiante,Representante de Ventas,92.50465460168061,11,16,Trabajo en Equipo,Dominio de Ventas
4214,Avanzado,Representante de Ventas,80.13404889198428,48,13,Trabajo en Equipo,Dominio de Ventas
4215,Intermedio,Gerente,90.16097305851262,17,6,Comunicación,Habilidades Transversales
4216,Intermedio,Representante de Ventas,78.44297990769101,0,15,Trabajo en Equipo,Expertise Técnico
4217,Intermedio,Gerente,81.19775214038225,3,5,Trabajo en Equipo,Expertise Técnico
4218,Intermedio,Gerente,100.0,11,17,Comunicación,Expertise Técnico
4219,Principiante,Analista,74.1406303677002,25,9,Liderazgo,Expertise Técnico
4220,Intermedio,Representante de Ventas,63.865400056083246,31,13,Liderazgo,Dominio de Ventas
4221,Intermedio,Especialista RRHH,97.17141576691903,78,7,Liderazgo,Dominio de Ventas
4222,Avanzado,Representante de Ventas,81.80493484720138,51,16,Comunicación,Dominio de Ventas
4223,Intermedio,Especialista RRHH,63.4381197170192,14,8,Técnico,Dominio de Ventas
4224,Principiante,Representante de Ventas,73.55678488408377,7,18,Resolución de Problemas,Expertise Técnico
4225,Principiante,Gerente,79.65353811223815,29,5,Trabajo en Equipo,Rol de Liderazgo
4226,Intermedio,Representante de Ventas,67.63737074848726,53,13,Comunicación,Rol de Liderazgo
4227,Intermedio,Representante de Ventas,62.73125394517465,66,7,Resolución de Problemas,Expertise Técnico
4228,Intermedio,Representante de Ventas,83.23596552819961,69,13,Comunicación,Rol de Liderazgo
4229,Intermedio,Representante de Ventas,56.591363497477666,7,2,Trabajo en Equipo,Habilidades Transversales
4230,Intermedio,Analista,69.83694625229819,62,19,Técnico,Habilidades Transversales
4231,Principiante,Analista,69.59060294093129,16,14,Comunicación,Rol de Liderazgo
4232,Intermedio,Gerente,65.07415129715686,15,14,Resolución de Problemas,Rol de Liderazgo
4233,Principiante,Gerente,71.51334292066956,44,9,Resolución de Problemas,Dominio de Ventas
4234,Intermedio,Especialista RRHH,73.0184947987637,67,4,Trabajo en Equipo,Expertise Técnico
4235,Intermedio,Gerente,44.68761257017195,9,17,Liderazgo,Expertise Técnico
4236,Principiante,Analista,77.76893223856383,79,16,Trabajo en Equipo,Habilidades Transversales
4237,Intermedio,Gerente,83.23572781071493,18,8,Trabajo en Equipo,Rol de Liderazgo
4238,Intermedio,Especialista RRHH,89.69137583178087,38,15,Liderazgo,Rol de Liderazgo
4239,Principiante,Especialista RRHH,74.49173883534951,49,18,Técnico,Habilidades Transversales
4240,Avanzado,Analista,53.4607353927906,76,10,Comunicación,Habilidades Transversales
4241,Principiante,Gerente,83.37087553652385,59,4,Resolución de Problemas,Dominio de Ventas
4242,Intermedio,Especialista RRHH,75.72338224582501,67,7,Comunicación,Dominio de Ventas
4243,Principiante,Gerente,82.53225668126868,31,17,Comunicación,Rol de Liderazgo
4244,Avanzado,Gerente,76.09268850934438,79,8,Resolución de Problemas,Habilidades Transversales
4245,Avanzado,Analista,80.53416491904582,63,1,Liderazgo,Rol de Liderazgo
4246,Intermedio,Analista,65.93428579041564,79,10,Resolución de Problemas,Habilidades Transversales
4247,Avanzado,Gerente,63.48436910275932,23,15,Liderazgo,Habilidades Transversales
4248,Principiante,Representante de Ventas,73.71854241714622,27,6,Liderazgo,Habilidades Transversales
4249,Principiante,Representante de Ventas,74.63544407999463,22,10,Trabajo en Equipo,Expertise Técnico
4250,Intermedio,Desarrollador,66.95874942060041,62,1,Técnico,Expertise Técnico
4251,Intermedio,Desarrollador,67.11603916844041,55,6,Trabajo en Equipo,Expertise Técnico
4252,Intermedio,Desarrollador,66.75147015065133,72,13,Técnico,Dominio de Ventas
4253,Intermedio,Analista,86.65389634694986,65,3,Liderazgo,Dominio de Ventas
4254,Intermedio,Gerente,65.40514160101247,37,12,Trabajo en Equipo,Habilidades Transversales
4255,Intermedio,Especialista RRHH,80.12980813563622,27,15,Comunicación,Expertise Técnico
4256,Principiante,Gerente,67.07947930444153,25,7,Resolución de Problemas,Habilidades Transversales
4257,Principiante,Gerente,79.55918855839577,59,6,Resolución de Problemas,Expertise Técnico
4258,Intermedio,Desarrollador,88.64232165850517,59,9,Resolución de Problemas,Dominio de Ventas
4259,Intermedio,Gerente,86.10727034773504,54,16,Técnico,Dominio de Ventas
4260,Principiante,Desarrollador,72.05715183059856,24,12,Resolución de Problemas,Rol de Liderazgo
4261,Principiante,Gerente,77.72095963905282,20,9,Técnico,Habilidades Transversales
4262,Intermedio,Especialista RRHH,70.57533177362338,24,8,Técnico,Dominio de Ventas
4263,Principiante,Representante de Ventas,84.41062240836735,57,5,Técnico,Expertise Técnico
4264,Avanzado,Representante de Ventas,74.24234745864013,37,3,Comunicación,Dominio de Ventas
4265,Principiante,Analista,88.61821004298838,45,4,Liderazgo,Expertise Técnico
4266,Principiante,Especialista RRHH,65.43547904657066,74,11,Comunicación,Habilidades Transversales
4267,Intermedio,Gerente,67.0140673893515,3,10,Liderazgo,Habilidades Transversales
4268,Avanzado,Especialista RRHH,81.36522625755889,18,8,Comunicación,Habilidades Transversales
4269,Intermedio,Gerente,79.36048527828025,61,9,Técnico,Dominio de Ventas
4270,Intermedio,Especialista RRHH,93.2552137104394,23,13,Liderazgo,Dominio de Ventas
4271,Principiante,Especialista RRHH,72.43289374774594,54,19,Resolución de Problemas,Habilidades Transversales
4272,Intermedio,Representante de Ventas,69.46465383412847,24,11,Comunicación,Dominio de Ventas
4273,Principiante,Especialista RRHH,69.25617820247565,71,3,Liderazgo,Habilidades Transversales
4274,Intermedio,Analista,72.13695528050314,64,1,Resolución de Problemas,Habilidades Transversales
4275,Intermedio,Gerente,78.62122313553586,67,14,Trabajo en Equipo,Habilidades Transversales
4276,Principiante,Desarrollador,58.52743304450698,11,19,Técnico,Rol de Liderazgo
4277,Principiante,Especialista RRHH,62.66893876060064,24,1,Comunicación,Expertise Técnico
4278,Intermedio,Desarrollador,77.26210454155836,20,12,Comunicación,Rol de Liderazgo
4279,Intermedio,Representante de Ventas,78.7126820561543,18,14,Trabajo en Equipo,Habilidades Transversales
4280,Avanzado,Desarrollador,71.76828043100419,69,15,Liderazgo,Dominio de Ventas
4281,Principiante,Analista,79.55342520504387,51,7,Comunicación,Dominio de Ventas
4282,Intermedio,Analista,59.796625977999646,53,4,Comunicación,Rol de Liderazgo
4283,Principiante,Representante de Ventas,67.5556875695002,34,14,Comunicación,Habilidades Transversales
4284,Principiante,Analista,67.3360125574918,2,18,Comunicación,Expertise Técnico
4285,Intermedio,Gerente,66.2229132581235,32,16,Trabajo en Equipo,Expertise Técnico
4286,Avanzado,Analista,83.31688864346373,72,14,Técnico,Dominio de Ventas
4287,Intermedio,Especialista RRHH,84.5072468738346,6,11,Comunicación,Expertise Técnico
4288,Intermedio,Analista,52.519490250531106,26,6,Trabajo en Equipo,Rol de Liderazgo
4289,Intermedio,Gerente,55.23192087370093,0,15,Resolución de Problemas,Dominio de Ventas
4290,Intermedio,Representante de Ventas,76.2733560102355,39,10,Comunicación,Expertise Técnico
4291,Avanzado,Analista,69.0323537893673,17,12,Liderazgo,Habilidades Transversales
4292,Intermedio,Gerente,73.65359919797596,34,9,Trabajo en Equipo,Expertise Técnico
4293,Intermedio,Especialista RRHH,78.21782650641953,38,17,Liderazgo,Rol de Liderazgo
4294,Intermedio,Desarrollador,92.75562699858031,10,18,Técnico,Expertise Técnico
4295,Intermedio,Desarrollador,74.25853739333415,44,11,Resolución de Problemas,Expertise Técnico
4296,Avanzado,Representante de Ventas,83.57112783734155,74,6,Liderazgo,Rol de Liderazgo
4297,Principiante,Representante de Ventas,70.66242511087903,2,19,Comunicación,Rol de Liderazgo
4298,Principiante,Desarrollador,79.57040967780122,76,2,Trabajo en Equipo,Rol de Liderazgo
4299,Avanzado,Desarrollador,82.07950624223632,51,13,Resolución de Problemas,Habilidades Transversales
4300,Avanzado,Representante de Ventas,69.84202432375508,59,9,Trabajo en Equipo,Expertise Técnico
4301,Intermedio,Desarrollador,68.22664175922498,57,12,Resolución de Problemas,Habilidades Transversales
4302,Principiante,Analista,70.22410000531889,53,16,Liderazgo,Habilidades Transversales
4303,Intermedio,Gerente,83.69584399202115,33,19,Técnico,Rol de Liderazgo
4304,Principiante,Representante de Ventas,82.2629592695508,27,2,Trabajo en Equipo,Dominio de Ventas
4305,Intermedio,Gerente,50.07505599789086,60,16,Comunicación,Habilidades Transversales
4306,Principiante,Especialista RRHH,70.78632049709101,65,5,Trabajo en Equipo,Expertise Técnico
4307,Intermedio,Especialista RRHH,79.30489955962167,65,17,Técnico,Rol de Liderazgo
4308,Principiante,Analista,90.570739592656,36,6,Liderazgo,Habilidades Transversales
4309,Intermedio,Especialista RRHH,74.00055838746162,15,7,Comunicación,Expertise Técnico
4310,Intermedio,Representante de Ventas,78.74524323889543,71,6,Comunicación,Expertise Técnico
4311,Intermedio,Analista,76.02125408338321,74,3,Liderazgo,Expertise Técnico
4312,Principiante,Analista,69.77249354115601,44,15,Trabajo en Equipo,Habilidades Transversales
4313,Principiante,Representante de Ventas,61.5546091509189,14,16,Comunicación,Rol de Liderazgo
4314,Intermedio,Desarrollador,62.47724835541031,3,17,Trabajo en Equipo,Rol de Liderazgo
4315,Intermedio,Gerente,82.87225712373461,22,9,Trabajo en Equipo,Dominio de Ventas
4316,Intermedio,Representante de Ventas,76.20420413112222,71,9,Liderazgo,Expertise Técnico
4317,Principiante,Desarrollador,67.62648480523639,79,17,Técnico,Rol de Liderazgo
4318,Intermedio,Desarrollador,60.728886158397444,15,7,Técnico,Dominio de Ventas
4319,Intermedio,Especialista RRHH,82.73398495495398,52,2,Trabajo en Equipo,Dominio de Ventas
4320,Intermedio,Analista,65.05147918802716,9,6,Liderazgo,Rol de Liderazgo
4321,Intermedio,Analista,81.7607202501944,33,10,Técnico,Rol de Liderazgo
4322,Avanzado,Especialista RRHH,73.69066945723216,17,17,Trabajo en Equipo,Rol de Liderazgo
4323,Intermedio,Especialista RRHH,74.57438921878637,52,14,Comunicación,Habilidades Transversales
4324,Avanzado,Analista,92.50503422889291,15,3,Comunicación,Rol de Liderazgo
4325,Intermedio,Representante de Ventas,54.016568809786804,61,16,Resolución de Problemas,Rol de Liderazgo
4326,Avanzado,Representante de Ventas,66.21484468862776,51,16,Resolución de Problemas,Habilidades Transversales
4327,Principiante,Representante de Ventas,90.98991155336697,56,5,Resolución de Problemas,Rol de Liderazgo
4328,Intermedio,Representante de Ventas,84.34823389733965,71,16,Técnico,Rol de Liderazgo
4329,Intermedio,Especialista RRHH,72.58756438845789,63,5,Comunicación,Rol de Liderazgo
4330,Intermedio,Gerente,93.67044049409907,22,5,Comunicación,Expertise Técnico
4331,Intermedio,Gerente,85.03747936928016,39,6,Técnico,Habilidades Transversales
4332,Principiante,Analista,69.7709588758757,13,18,Comunicación,Rol de Liderazgo
4333,Avanzado,Gerente,64.26891511263798,79,12,Comunicación,Habilidades Transversales
4334,Intermedio,Representante de Ventas,88.99256577290174,17,7,Trabajo en Equipo,Dominio de Ventas
4335,Avanzado,Especialista RRHH,66.86640394897712,35,17,Comunicación,Dominio de Ventas
4336,Principiante,Representante de Ventas,77.49781472974101,38,10,Trabajo en Equipo,Habilidades Transversales
4337,Intermedio,Desarrollador,89.96818071565484,40,9,Resolución de Problemas,Rol de Liderazgo
4338,Intermedio,Especialista RRHH,76.80506563820593,0,9,Liderazgo,Habilidades Transversales
4339,Intermedio,Desarrollador,75.10293424425471,70,11,Trabajo en Equipo,Expertise Técnico
4340,Intermedio,Desarrollador,58.29853555143397,41,14,Comunicación,Dominio de Ventas
4341,Principiante,Analista,84.97256445754573,23,5,Resolución de Problemas,Habilidades Transversales
4342,Principiante,Desarrollador,56.831771616876054,64,7,Liderazgo,Rol de Liderazgo
4343,Intermedio,Gerente,88.52674782339727,17,17,Liderazgo,Rol de Liderazgo
4344,Intermedio,Gerente,58.165753899921924,13,9,Resolución de Problemas,Dominio de Ventas
4345,Principiante,Desarrollador,66.71400407415884,18,19,Resolución de Problemas,Expertise Técnico
4346,Intermedio,Analista,86.68356762671485,6,13,Liderazgo,Dominio de Ventas
4347,Intermedio,Desarrollador,89.4733519662085,63,9,Liderazgo,Rol de Liderazgo
4348,Intermedio,Especialista RRHH,75.94540768076726,1,13,Comunicación,Expertise Técnico
4349,Principiante,Especialista RRHH,71.38721368380996,6,14,Trabajo en Equipo,Habilidades Transversales
4350,Intermedio,Especialista RRHH,76.532231960949,27,8,Trabajo en Equipo,Dominio de Ventas
4351,Intermedio,Especialista RRHH,55.36076329153113,29,14,Liderazgo,Habilidades Transversales
4352,Intermedio,Desarrollador,85.91947129907089,72,13,Liderazgo,Habilidades Transversales
4353,Avanzado,Representante de Ventas,68.79640773798604,35,10,Técnico,Rol de Liderazgo
4354,Intermedio,Representante de Ventas,72.4585471692789,21,2,Liderazgo,Rol de Liderazgo
4355,Intermedio,Especialista RRHH,75.85046823902496,78,12,Trabajo en Equipo,Expertise Técnico
4356,Principiante,Analista,77.77479115131163,77,16,Comunicación,Habilidades Transversales
4357,Intermedio,Analista,79.46482356011467,26,7,Técnico,Expertise Técnico
4358,Principiante,Desarrollador,87.25470898762174,9,2,Trabajo en Equipo,Expertise Técnico
4359,Avanzado,Representante de Ventas,87.70419882421507,21,16,Comunicación,Dominio de Ventas
4360,Avanzado,Desarrollador,74.69721125664208,22,6,Técnico,Dominio de Ventas
4361,Intermedio,Gerente,82.34991596431333,51,16,Técnico,Rol de Liderazgo
4362,Principiante,Especialista RRHH,83.70124422984485,41,13,Técnico,Habilidades Transversales
4363,Principiante,Gerente,57.619645685001,40,10,Técnico,Expertise Técnico
4364,Avanzado,Gerente,70.62145774331691,47,9,Técnico,Habilidades Transversales
4365,Avanzado,Analista,65.9365326963602,68,2,Técnico,Rol de Liderazgo
4366,Principiante,Representante de Ventas,75.26249463940343,50,16,Resolución de Problemas,Habilidades Transversales
4367,Intermedio,Especialista RRHH,87.55630572791495,0,3,Comunicación,Expertise Técnico
4368,Principiante,Desarrollador,82.78922537056785,55,2,Trabajo en Equipo,Expertise Técnico
4369,Principiante,Especialista RRHH,83.19923187654878,70,10,Liderazgo,Habilidades Transversales
4370,Principiante,Desarrollador,71.05273776764261,23,5,Trabajo en Equipo,Habilidades Transversales
4371,Intermedio,Desarrollador,71.08508396336057,14,8,Resolución de Problemas,Habilidades Transversales
4372,Principiante,Representante de Ventas,68.96661498983303,74,12,Resolución de Problemas,Expertise Técnico
4373,Principiante,Gerente,66.04030746380184,43,4,Técnico,Expertise Técnico
4374,Principiante,Desarrollador,80.76328822881153,48,14,Resolución de Problemas,Dominio de Ventas
4375,Intermedio,Representante de Ventas,69.51135738736501,48,15,Trabajo en Equipo,Expertise Técnico
4376,Intermedio,Gerente,61.994865509704454,67,3,Resolución de Problemas,Habilidades Transversales
4377,Principiante,Gerente,77.87517897490419,73,15,Trabajo en Equipo,Expertise Técnico
4378,Avanzado,Especialista RRHH,75.67387822091959,36,4,Técnico,Habilidades Transversales
4379,Principiante,Especialista RRHH,77.97121411550529,73,15,Técnico,Expertise Técnico
4380,Intermedio,Especialista RRHH,89.46759936907097,41,9,Resolución de Problemas,Expertise Técnico
4381,Principiante,Analista,75.24005558030551,58,18,Liderazgo,Habilidades Transversales
4382,Principiante,Gerente,68.57643070608611,74,13,Técnico,Rol de Liderazgo
4383,Principiante,Analista,68.50471891203485,9,9,Comunicación,Dominio de Ventas
4384,Principiante,Especialista RRHH,65.38643152665198,52,4,Comunicación,Expertise Técnico
4385,Avanzado,Representante de Ventas,67.34383154342669,41,13,Técnico,Rol de Liderazgo
4386,Intermedio,Especialista RRHH,62.496367705017796,7,10,Resolución de Problemas,Expertise Técnico
4387,Avanzado,Desarrollador,76.18682945134833,74,8,Técnico,Expertise Técnico
4388,Principiante,Representante de Ventas,68.23870607488331,23,14,Resolución de Problemas,Expertise Técnico
4389,Intermedio,Representante de Ventas,76.28375075856123,50,16,Trabajo en Equipo,Habilidades Transversales
4390,Principiante,Gerente,71.36861994138175,70,19,Liderazgo,Expertise Técnico
4391,Intermedio,Analista,73.94141072897625,59,7,Liderazgo,Rol de Liderazgo
4392,Avanzado,Desarrollador,92.53197473957961,20,12,Trabajo en Equipo,Expertise Técnico
4393,Avanzado,Representante de Ventas,86.44360508317743,52,13,Trabajo en Equipo,Expertise Técnico
4394,Principiante,Analista,59.606659627424435,5,15,Trabajo en Equipo,Expertise Técnico
4395,Intermedio,Analista,68.90392175661374,30,15,Liderazgo,Habilidades Transversales
4396,Principiante,Desarrollador,56.0199383549491,11,18,Técnico,Habilidades Transversales
4397,Principiante,Desarrollador,70.97807517328668,12,2,Comunicación,Rol de Liderazgo
4398,Principiante,Especialista RRHH,78.3231436874526,48,14,Resolución de Problemas,Habilidades Transversales
4399,Principiante,Especialista RRHH,85.7307422376208,30,7,Comunicación,Expertise Técnico
4400,Intermedio,Representante de Ventas,85.23159380506559,8,2,Resolución de Problemas,Habilidades Transversales
4401,Intermedio,Representante de Ventas,78.17920726382417,26,2,Liderazgo,Dominio de Ventas
4402,Intermedio,Representante de Ventas,65.67268070289181,52,5,Técnico,Habilidades Transversales
4403,Intermedio,Especialista RRHH,83.44555673173832,50,3,Comunicación,Expertise Técnico
4404,Principiante,Representante de Ventas,75.4885099997909,71,3,Trabajo en Equipo,Expertise Técnico
4405,Principiante,Representante de Ventas,76.89745062720067,26,1,Trabajo en Equipo,Dominio de Ventas
4406,Intermedio,Especialista RRHH,94.52530657111384,39,19,Trabajo en Equipo,Habilidades Transversales
4407,Intermedio,Especialista RRHH,65.55849304519616,61,12,Comunicación,Expertise Técnico
4408,Principiante,Representante de Ventas,95.74222400899492,57,6,Técnico,Habilidades Transversales
4409,Avanzado,Representante de Ventas,92.98341141568781,14,6,Técnico,Habilidades Transversales
4410,Intermedio,Analista,75.67998726532676,38,13,Trabajo en Equipo,Expertise Técnico
4411,Intermedio,Gerente,76.93412288194247,69,10,Comunicación,Rol de Liderazgo
4412,Intermedio,Especialista RRHH,67.92906702633412,7,1,Trabajo en Equipo,Habilidades Transversales
4413,Intermedio,Gerente,76.90188453571837,34,16,Resolución de Problemas,Dominio de Ventas
4414,Intermedio,Especialista RRHH,75.93447583021907,62,14,Resolución de Problemas,Rol de Liderazgo
4415,Intermedio,Analista,68.1134726297547,30,18,Comunicación,Rol de Liderazgo
4416,Principiante,Gerente,67.85177740931839,41,14,Resolución de Problemas,Habilidades Transversales
4417,Avanzado,Analista,72.61043495113842,65,10,Liderazgo,Dominio de Ventas
4418,Intermedio,Desarrollador,74.90789520175383,40,5,Liderazgo,Habilidades Transversales
4419,Intermedio,Gerente,57.87425745243493,0,2,Liderazgo,Expertise Técnico
4420,Intermedio,Gerente,86.27188148285997,73,17,Resolución de Problemas,Expertise Técnico
4421,Intermedio,Gerente,70.02469323062789,32,1,Técnico,Rol de Liderazgo
4422,Principiante,Desarrollador,71.99467928389342,36,1,Liderazgo,Dominio de Ventas
4423,Intermedio,Desarrollador,76.77567958564518,56,6,Trabajo en Equipo,Dominio de Ventas
4424,Intermedio,Analista,72.32762456043373,10,7,Técnico,Rol de Liderazgo
4425,Principiante,Desarrollador,86.39362659559553,46,7,Comunicación,Habilidades Transversales
4426,Principiante,Especialista RRHH,72.15718280801035,65,16,Resolución de Problemas,Habilidades Transversales
4427,Avanzado,Representante de Ventas,69.16720559473873,3,19,Trabajo en Equipo,Expertise Técnico
4428,Avanzado,Gerente,81.19967564516864,76,9,Comunicación,Habilidades Transversales
4429,Intermedio,Analista,82.6010238504546,76,1,Resolución de Problemas,Habilidades Transversales
4430,Intermedio,Analista,100.0,54,18,Resolución de Problemas,Dominio de Ventas
4431,Avanzado,Analista,56.04549260343982,11,7,Trabajo en Equipo,Rol de Liderazgo
4432,Principiante,Analista,75.76395708412832,65,18,Resolución de Problemas,Habilidades Transversales
4433,Intermedio,Gerente,81.80883584877725,36,10,Resolución de Problemas,Rol de Liderazgo
4434,Intermedio,Analista,65.90064731933876,22,2,Resolución de Problemas,Dominio de Ventas
4435,Intermedio,Gerente,89.06045063960057,54,11,Técnico,Rol de Liderazgo
4436,Principiante,Analista,68.15459750319278,18,18,Liderazgo,Expertise Técnico
4437,Intermedio,Analista,76.18413203180243,66,11,Trabajo en Equipo,Expertise Técnico
4438,Intermedio,Representante de Ventas,85.87528442975182,22,14,Técnico,Rol de Liderazgo
4439,Avanzado,Especialista RRHH,64.07250040772219,3,13,Trabajo en Equipo,Habilidades Transversales
4440,Intermedio,Desarrollador,73.66970879497664,17,1,Técnico,Habilidades Transversales
4441,Avanzado,Desarrollador,82.67786243989637,11,10,Resolución de Problemas,Habilidades Transversales
4442,Avanzado,Desarrollador,76.50857831285354,34,15,Resolución de Problemas,Dominio de Ventas
4443,Intermedio,Especialista RRHH,81.68573353767616,26,19,Técnico,Rol de Liderazgo
4444,Principiante,Gerente,82.99477313002468,42,17,Resolución de Problemas,Expertise Técnico
4445,Intermedio,Desarrollador,69.71093036613867,77,10,Liderazgo,Habilidades Transversales
4446,Avanzado,Desarrollador,91.18733523045393,66,8,Trabajo en Equipo,Rol de Liderazgo
4447,Principiante,Desarrollador,66.59525438943749,68,7,Resolución de Problemas,Dominio de Ventas
4448,Intermedio,Gerente,88.56983583831635,63,18,Comunicación,Expertise Técnico
4449,Principiante,Especialista RRHH,78.51545669663555,51,4,Técnico,Dominio de Ventas
4450,Principiante,Especialista RRHH,68.83733750836527,16,6,Técnico,Habilidades Transversales
4451,Intermedio,Gerente,66.37496620759116,32,2,Resolución de Problemas,Rol de Liderazgo
4452,Intermedio,Representante de Ventas,77.80925235217178,71,13,Técnico,Rol de Liderazgo
4453,Intermedio,Analista,72.80104962251164,51,12,Comunicación,Dominio de Ventas
4454,Avanzado,Gerente,79.88361033145588,34,5,Técnico,Expertise Técnico
4455,Principiante,Analista,72.73445896211258,19,19,Comunicación,Expertise Técnico
4456,Principiante,Especialista RRHH,75.74900213661766,44,2,Técnico,Dominio de Ventas
4457,Avanzado,Analista,80.11809895253792,76,11,Técnico,Habilidades Transversales
4458,Intermedio,Desarrollador,74.3722288095496,67,8,Comunicación,Expertise Técnico
4459,Principiante,Analista,72.43280155130456,49,4,Trabajo en Equipo,Rol de Liderazgo
4460,Intermedio,Analista,78.56086296854843,57,4,Liderazgo,Dominio de Ventas
4461,Avanzado,Especialista RRHH,71.3343808426024,29,11,Comunicación,Habilidades Transversales
4462,Intermedio,Representante de Ventas,81.71603223242435,69,14,Liderazgo,Rol de Liderazgo
4463,Intermedio,Analista,79.54717388296183,1,9,Técnico,Rol de Liderazgo
4464,Principiante,Especialista RRHH,81.98727333890298,78,14,Trabajo en Equipo,Rol de Liderazgo
4465,Principiante,Desarrollador,81.92764555888778,33,3,Comunicación,Rol de Liderazgo
4466,Avanzado,Analista,72.5049906247566,51,13,Trabajo en Equipo,Habilidades Transversales
4467,Intermedio,Analista,55.00842389624295,15,14,Comunicación,Rol de Liderazgo
4468,Principiante,Desarrollador,73.38573487642516,42,17,Resolución de Problemas,Dominio de Ventas
4469,Intermedio,Gerente,77.37635072707212,63,3,Comunicación,Dominio de Ventas
4470,Intermedio,Representante de Ventas,73.80759989676368,26,15,Liderazgo,Dominio de Ventas
4471,Principiante,Desarrollador,67.80012857681396,64,2,Resolución de Problemas,Expertise Técnico
4472,Intermedio,Desarrollador,87.40332233649114,12,10,Técnico,Dominio de Ventas
