Años_Experiencia,Edad,Nivel_Educativo,Industria,Departamento,Tasa_Rotación,Crecimiento_Empresa,Demanda_Actual_Talento,Demanda_Futura_Talento,Satisfaccion_Laboral,Genero,Salario_Anual
7.4,37.0,Universitario,Tecnología,Finanzas,0.19,0.079,46,56,5,Masculino,41000
6.9,18.0,Postgrado,Manufactura,Recursos Humanos,0.171,0.091,47,57,2,Femenino,73000
5.1,35.0,Secundaria,Salud,Desarrollo,0.173,0.064,29,34,4,Masculino,20000
5.5,45.0,Secundaria,Tecnología,Recursos Humanos,0.123,0.065,15,17,5,Masculino,26000
7.1,39.0,Secundaria,Finanzas,Operaciones,0.218,0.075,39,48,3,Masculino,26000
5.4,39.0,Técnico,Educación,Finanzas,0.174,0.071,5,6,5,Femenino,30000
6.8,21.0,Universitario,Finanzas,Desarrollo,0.095,0.088,27,30,2,Masculino,50000
4.4,29.0,Universitario,Tecnología,Operaciones,0.098,0.079,7,7,3,Femenino,53000
7.6,38.0,Universitario,Educación,Ventas,0.222,0.021,45,55,1,Femenino,51000
5.6,38.0,Universitario,Salud,Ventas,0.175,0.094,5,6,2,Otro,53000
5.4,45.0,Postgrado,Educación,Ventas,0.13,0.071,48,55,2,Masculino,76000
2.5,34.0,Secundaria,Educación,Desarrollo,0.087,0.021,16,17,1,Masculino,25000
5.6,38.0,Postgrado,Salud,Recursos Humanos,0.172,0.079,42,50,5,Otro,68000
3.3,35.0,Técnico,Manufactura,Desarrollo,0.087,0.042,44,48,2,Otro,30000
3.7,27.0,Secundaria,Manufactura,Desarrollo,0.144,0.083,35,41,1,Masculino,21000
3.4,18.0,Secundaria,Educación,Desarrollo,0.186,0.096,33,40,1,Masculino,21000
2.9,38.0,Postgrado,Educación,Ventas,0.163,0.033,39,46,2,Otro,75000
9.2,36.0,Técnico,Finanzas,Recursos Humanos,0.234,0.087,32,40,4,Masculino,39000
7.7,30.0,Técnico,Manufactura,Desarrollo,0.058,0.08,25,27,2,Masculino,32000
8.8,22.0,Secundaria,Salud,Recursos Humanos,0.106,0.07,15,17,4,Masculino,23000
2.6,40.0,Universitario,Educación,Finanzas,0.061,0.045,30,32,5,Otro,46000
5.1,33.0,Técnico,Educación,Desarrollo,0.089,0.02,15,16,1,Otro,32000
2.4,39.0,Postgrado,Finanzas,Desarrollo,0.075,0.054,9,9,3,Femenino,64000
3.6,50.0,Técnico,Finanzas,Desarrollo,0.197,0.02,11,13,2,Femenino,34000
3.2,18.0,Secundaria,Finanzas,Finanzas,0.124,0.055,35,40,3,Masculino,26000
7.5,29.0,Universitario,Tecnología,Finanzas,0.235,0.084,43,54,5,Masculino,46000
4.2,33.0,Técnico,Salud,Ventas,0.055,0.1,46,50,2,Femenino,38000
7.1,47.0,Secundaria,Tecnología,Operaciones,0.181,0.028,12,14,3,Femenino,20000
6.2,22.0,Técnico,Educación,Recursos Humanos,0.244,0.029,31,39,5,Femenino,30000
9.6,50.0,Universitario,Finanzas,Operaciones,0.085,0.083,25,28,4,Masculino,42000
2.0,36.0,Postgrado,Finanzas,Desarrollo,0.138,0.052,34,39,5,Masculino,75000
7.5,34.0,Secundaria,Finanzas,Desarrollo,0.19,0.092,18,22,2,Femenino,25000
7.3,33.0,Secundaria,Manufactura,Ventas,0.177,0.079,5,6,2,Otro,21000
3.1,32.0,Universitario,Salud,Operaciones,0.163,0.076,49,58,2,Femenino,40000
7.0,43.0,Secundaria,Tecnología,Desarrollo,0.115,0.019,28,31,5,Otro,24000
5.7,26.0,Universitario,Salud,Operaciones,0.196,0.013,10,12,2,Otro,46000
4.5,38.0,Secundaria,Finanzas,Ventas,0.181,0.039,10,11,5,Masculino,29000
3.4,32.0,Universitario,Educación,Operaciones,0.083,0.03,9,9,1,Otro,42000
3.6,29.0,Técnico,Manufactura,Recursos Humanos,0.243,0.074,39,49,1,Otro,31000
9.1,56.0,Técnico,Salud,Ventas,0.161,0.051,48,56,1,Femenino,32000
5.0,38.0,Técnico,Educación,Operaciones,0.155,0.057,19,22,3,Femenino,36000
6.6,40.0,Secundaria,Finanzas,Desarrollo,0.22,0.083,39,49,1,Otro,20000
3.4,44.0,Universitario,Finanzas,Finanzas,0.178,0.053,45,54,1,Femenino,58000
3.4,24.0,Universitario,Finanzas,Finanzas,0.065,0.059,12,13,5,Femenino,44000
7.2,49.0,Postgrado,Finanzas,Ventas,0.151,0.086,47,56,5,Femenino,66000
2.3,18.0,Técnico,Manufactura,Finanzas,0.206,0.049,39,47,2,Femenino,30000
4.2,29.0,Postgrado,Manufactura,Recursos Humanos,0.19,0.017,9,10,2,Otro,61000
5.1,31.0,Técnico,Salud,Ventas,0.244,0.057,35,44,2,Otro,39000
5.2,40.0,Postgrado,Finanzas,Desarrollo,0.055,0.062,46,49,5,Otro,62000
4.6,37.0,Técnico,Manufactura,Desarrollo,0.102,0.056,35,39,5,Otro,34000
5.8,34.0,Universitario,Educación,Ventas,0.16,0.033,41,48,1,Otro,56000
6.4,35.0,Técnico,Manufactura,Finanzas,0.174,0.03,12,14,4,Masculino,36000
6.5,27.0,Secundaria,Manufactura,Finanzas,0.105,0.043,10,11,5,Femenino,20000
3.0,23.0,Técnico,Salud,Desarrollo,0.215,0.025,27,33,4,Masculino,37000
4.4,41.0,Técnico,Manufactura,Recursos Humanos,0.083,0.07,20,22,5,Otro,35000
7.4,41.0,Universitario,Educación,Finanzas,0.05,0.065,48,51,5,Femenino,55000
6.8,48.0,Secundaria,Finanzas,Recursos Humanos,0.24,0.067,12,15,3,Otro,20000
2.3,29.0,Universitario,Tecnología,Finanzas,0.128,0.03,8,9,4,Masculino,54000
5.7,41.0,Postgrado,Salud,Ventas,0.241,0.032,36,45,3,Otro,73000
1.0,33.0,Postgrado,Educación,Operaciones,0.106,0.081,7,8,1,Femenino,66000
5.1,45.0,Secundaria,Salud,Desarrollo,0.063,0.072,20,21,3,Otro,29000
8.8,43.0,Postgrado,Finanzas,Ventas,0.205,0.089,38,47,3,Otro,78000
3.1,37.0,Secundaria,Manufactura,Finanzas,0.217,0.046,17,21,1,Femenino,26000
3.3,32.0,Técnico,Manufactura,Desarrollo,0.148,0.059,37,43,4,Masculino,37000
6.5,43.0,Postgrado,Educación,Operaciones,0.065,0.076,26,28,2,Masculino,73000
1.9,40.0,Técnico,Finanzas,Operaciones,0.181,0.098,35,43,5,Femenino,32000
3.7,30.0,Universitario,Tecnología,Finanzas,0.086,0.099,28,31,4,Femenino,55000
6.2,24.0,Postgrado,Tecnología,Desarrollo,0.22,0.1,7,8,1,Masculino,61000
3.7,33.0,Universitario,Manufactura,Finanzas,0.105,0.09,37,42,3,Femenino,41000
4.5,47.0,Universitario,Finanzas,Operaciones,0.22,0.068,34,42,2,Masculino,40000
6.5,44.0,Secundaria,Finanzas,Ventas,0.135,0.011,30,34,3,Otro,22000
5.8,26.0,Universitario,Educación,Ventas,0.169,0.073,38,45,5,Masculino,43000
5.5,26.0,Secundaria,Tecnología,Recursos Humanos,0.208,0.031,26,31,1,Femenino,22000
4.3,45.0,Secundaria,Educación,Operaciones,0.058,0.015,34,36,2,Otro,27000
5.7,26.0,Secundaria,Salud,Operaciones,0.214,0.073,39,48,4,Femenino,20000
4.8,39.0,Secundaria,Finanzas,Finanzas,0.078,0.078,29,32,4,Masculino,24000
5.9,30.0,Secundaria,Tecnología,Recursos Humanos,0.122,0.069,32,37,1,Otro,26000
4.0,48.0,Técnico,Educación,Recursos Humanos,0.145,0.043,37,43,1,Masculino,38000
4.6,29.0,Secundaria,Manufactura,Desarrollo,0.229,0.056,27,33,3,Otro,20000
3.0,44.0,Postgrado,Salud,Finanzas,0.054,0.094,30,33,2,Femenino,68000
4.9,36.0,Secundaria,Educación,Ventas,0.162,0.076,13,15,5,Masculino,23000
3.4,37.0,Técnico,Manufactura,Desarrollo,0.179,0.055,12,14,1,Otro,39000
2.8,19.0,Postgrado,Tecnología,Recursos Humanos,0.113,0.063,41,46,2,Otro,64000
5.5,18.0,Postgrado,Tecnología,Ventas,0.108,0.093,37,42,1,Otro,75000
5.4,33.0,Técnico,Salud,Operaciones,0.148,0.045,19,22,1,Masculino,35000
6.6,37.0,Postgrado,Manufactura,Finanzas,0.087,0.019,12,13,4,Femenino,75000
4.1,26.0,Técnico,Finanzas,Recursos Humanos,0.144,0.039,25,29,2,Femenino,33000
5.8,26.0,Universitario,Tecnología,Operaciones,0.203,0.047,7,8,4,Otro,54000
6.1,39.0,Universitario,Finanzas,Recursos Humanos,0.219,0.035,13,16,4,Femenino,42000
5.9,40.0,Secundaria,Finanzas,Ventas,0.127,0.058,18,20,2,Masculino,22000
3.3,34.0,Secundaria,Educación,Desarrollo,0.173,0.037,42,50,4,Femenino,28000
5.3,41.0,Secundaria,Educación,Ventas,0.05,0.019,31,32,3,Femenino,24000
5.7,26.0,Secundaria,Tecnología,Finanzas,0.16,0.027,24,28,5,Masculino,22000
5.0,32.0,Técnico,Finanzas,Finanzas,0.245,0.093,8,10,5,Masculino,37000
0.8,48.0,Universitario,Educación,Recursos Humanos,0.112,0.067,28,32,3,Femenino,53000
5.3,36.0,Técnico,Manufactura,Ventas,0.169,0.038,31,36,1,Femenino,32000
9.4,36.0,Postgrado,Manufactura,Desarrollo,0.202,0.043,16,19,4,Femenino,75000
4.3,53.0,Postgrado,Manufactura,Finanzas,0.172,0.054,32,38,5,Otro,66000
3.5,24.0,Postgrado,Manufactura,Desarrollo,0.134,0.071,39,45,2,Masculino,68000
5.7,41.0,Postgrado,Finanzas,Operaciones,0.081,0.062,28,31,1,Otro,62000
5.6,48.0,Postgrado,Manufactura,Recursos Humanos,0.143,0.094,35,41,5,Otro,67000
7.4,32.0,Universitario,Finanzas,Desarrollo,0.109,0.066,7,7,4,Otro,51000
2.5,42.0,Técnico,Tecnología,Recursos Humanos,0.189,0.092,34,41,5,Otro,30000
6.5,27.0,Postgrado,Tecnología,Operaciones,0.138,0.01,31,35,4,Femenino,73000
6.2,30.0,Secundaria,Manufactura,Desarrollo,0.22,0.09,21,26,1,Masculino,22000
4.7,38.0,Universitario,Manufactura,Desarrollo,0.089,0.075,10,11,3,Femenino,43000
5.7,41.0,Secundaria,Manufactura,Operaciones,0.134,0.025,47,53,4,Masculino,22000
7.1,44.0,Universitario,Tecnología,Ventas,0.162,0.034,22,25,4,Otro,52000
6.7,48.0,Universitario,Educación,Desarrollo,0.075,0.059,39,43,1,Masculino,48000
2.7,34.0,Secundaria,Tecnología,Desarrollo,0.168,0.021,31,36,1,Masculino,29000
6.6,45.0,Secundaria,Manufactura,Finanzas,0.108,0.081,21,24,2,Masculino,24000
4.9,32.0,Postgrado,Educación,Ventas,0.096,0.081,15,17,1,Masculino,74000
5.1,42.0,Secundaria,Educación,Desarrollo,0.078,0.037,42,46,5,Femenino,22000
5.1,37.0,Técnico,Salud,Operaciones,0.12,0.016,41,46,4,Otro,32000
4.7,39.0,Universitario,Finanzas,Recursos Humanos,0.236,0.099,46,59,3,Femenino,41000
7.4,38.0,Universitario,Manufactura,Operaciones,0.056,0.033,38,40,1,Otro,45000
4.8,22.0,Postgrado,Finanzas,Ventas,0.22,0.016,36,44,4,Femenino,75000
2.8,26.0,Universitario,Salud,Finanzas,0.129,0.04,47,54,3,Femenino,57000
4.2,36.0,Secundaria,Finanzas,Finanzas,0.162,0.097,39,47,2,Femenino,28000
5.4,22.0,Universitario,Manufactura,Finanzas,0.153,0.081,32,38,5,Masculino,42000
7.5,42.0,Universitario,Salud,Operaciones,0.235,0.053,26,32,2,Masculino,55000
6.2,42.0,Secundaria,Finanzas,Recursos Humanos,0.204,0.037,20,24,1,Masculino,23000
3.3,38.0,Secundaria,Tecnología,Recursos Humanos,0.247,0.048,46,58,5,Masculino,23000
10.0,26.0,Universitario,Educación,Desarrollo,0.209,0.012,44,53,2,Femenino,57000
5.5,46.0,Técnico,Salud,Recursos Humanos,0.109,0.075,16,18,4,Femenino,31000
7.6,51.0,Secundaria,Tecnología,Recursos Humanos,0.243,0.019,9,11,1,Otro,21000
4.7,36.0,Técnico,Manufactura,Desarrollo,0.247,0.057,30,38,2,Masculino,34000
6.1,39.0,Técnico,Educación,Operaciones,0.075,0.061,30,33,5,Masculino,32000
6.7,37.0,Postgrado,Salud,Operaciones,0.23,0.01,17,20,5,Masculino,66000
7.4,39.0,Técnico,Educación,Ventas,0.183,0.098,28,34,3,Masculino,36000
7.1,34.0,Postgrado,Salud,Operaciones,0.234,0.037,48,60,5,Masculino,72000
6.7,35.0,Técnico,Salud,Finanzas,0.233,0.017,7,8,5,Masculino,37000
4.4,42.0,Postgrado,Finanzas,Finanzas,0.228,0.087,36,45,1,Femenino,63000
3.9,54.0,Secundaria,Educación,Ventas,0.227,0.024,27,33,5,Masculino,28000
5.7,24.0,Universitario,Educación,Recursos Humanos,0.074,0.012,41,44,3,Masculino,54000
6.9,34.0,Universitario,Tecnología,Ventas,0.079,0.055,42,46,5,Femenino,52000
4.6,26.0,Postgrado,Manufactura,Desarrollo,0.074,0.022,49,53,3,Otro,69000
7.1,48.0,Secundaria,Tecnología,Ventas,0.068,0.098,42,46,4,Femenino,29000
7.9,30.0,Postgrado,Finanzas,Ventas,0.121,0.011,17,19,3,Masculino,64000
3.2,23.0,Postgrado,Salud,Finanzas,0.187,0.015,19,22,1,Femenino,63000
3.3,40.0,Secundaria,Finanzas,Desarrollo,0.121,0.085,6,6,2,Masculino,22000
4.7,49.0,Técnico,Finanzas,Desarrollo,0.194,0.032,15,18,2,Femenino,38000
5.6,40.0,Técnico,Tecnología,Ventas,0.214,0.092,20,25,4,Otro,33000
4.0,37.0,Secundaria,Salud,Desarrollo,0.183,0.038,22,26,1,Masculino,28000
7.7,38.0,Postgrado,Manufactura,Desarrollo,0.143,0.016,38,43,4,Femenino,70000
5.8,46.0,Universitario,Finanzas,Operaciones,0.109,0.011,14,15,4,Femenino,56000
5.1,28.0,Postgrado,Manufactura,Desarrollo,0.075,0.035,17,18,5,Femenino,60000
2.1,34.0,Técnico,Salud,Recursos Humanos,0.149,0.053,36,42,5,Masculino,38000
2.4,31.0,Secundaria,Salud,Desarrollo,0.194,0.01,12,14,1,Femenino,26000
5.6,26.0,Secundaria,Tecnología,Finanzas,0.16,0.062,11,13,2,Masculino,29000
0.7,32.0,Secundaria,Educación,Operaciones,0.194,0.04,21,25,3,Masculino,28000
7.0,44.0,Técnico,Tecnología,Finanzas,0.117,0.045,45,51,5,Otro,34000
4.7,40.0,Postgrado,Manufactura,Finanzas,0.063,0.034,31,33,1,Otro,79000
11.5,40.0,Secundaria,Tecnología,Recursos Humanos,0.204,0.058,12,14,1,Femenino,22000
9.6,36.0,Universitario,Salud,Operaciones,0.094,0.031,33,36,2,Masculino,57000
4.6,39.0,Secundaria,Finanzas,Ventas,0.173,0.022,41,48,1,Femenino,23000
4.8,29.0,Postgrado,Educación,Desarrollo,0.211,0.09,31,38,1,Masculino,78000
7.0,33.0,Técnico,Salud,Recursos Humanos,0.078,0.045,41,45,2,Masculino,38000
8.4,37.0,Universitario,Finanzas,Recursos Humanos,0.17,0.017,28,32,5,Femenino,52000
1.7,37.0,Universitario,Manufactura,Ventas,0.188,0.031,49,58,2,Masculino,52000
1.4,38.0,Secundaria,Manufactura,Recursos Humanos,0.199,0.038,20,24,4,Femenino,27000
3.8,34.0,Postgrado,Manufactura,Ventas,0.08,0.079,30,33,5,Masculino,60000
6.2,32.0,Secundaria,Tecnología,Ventas,0.215,0.012,35,42,4,Femenino,21000
6.0,60.0,Universitario,Manufactura,Ventas,0.069,0.053,31,33,1,Femenino,42000
7.1,42.0,Secundaria,Manufactura,Recursos Humanos,0.154,0.047,30,35,4,Otro,25000
2.6,38.0,Postgrado,Tecnología,Ventas,0.139,0.097,47,55,2,Otro,72000
0.4,33.0,Técnico,Finanzas,Recursos Humanos,0.094,0.026,19,21,2,Masculino,37000
6.7,31.0,Universitario,Salud,Operaciones,0.11,0.067,19,21,3,Femenino,53000
3.3,34.0,Postgrado,Educación,Ventas,0.083,0.028,27,29,1,Femenino,76000
1.0,37.0,Secundaria,Manufactura,Recursos Humanos,0.135,0.059,29,33,2,Femenino,24000
5.3,20.0,Universitario,Manufactura,Recursos Humanos,0.057,0.06,48,52,5,Femenino,45000
6.6,22.0,Secundaria,Manufactura,Recursos Humanos,0.228,0.017,8,9,2,Femenino,29000
4.8,30.0,Secundaria,Tecnología,Desarrollo,0.083,0.051,40,44,5,Masculino,25000
4.1,37.0,Técnico,Tecnología,Desarrollo,0.227,0.052,20,25,1,Otro,38000
4.7,33.0,Secundaria,Tecnología,Ventas,0.223,0.039,44,54,3,Femenino,29000
4.3,47.0,Secundaria,Educación,Operaciones,0.14,0.035,25,28,3,Femenino,26000
2.3,23.0,Postgrado,Salud,Ventas,0.15,0.03,44,51,4,Femenino,63000
3.6,29.0,Secundaria,Manufactura,Finanzas,0.11,0.011,47,52,2,Masculino,26000
6.0,47.0,Técnico,Finanzas,Finanzas,0.249,0.01,21,26,1,Otro,36000
5.6,36.0,Secundaria,Manufactura,Operaciones,0.184,0.063,7,8,4,Otro,25000
5.3,42.0,Secundaria,Manufactura,Operaciones,0.24,0.036,11,13,1,Femenino,27000
3.0,51.0,Secundaria,Manufactura,Operaciones,0.133,0.025,16,18,1,Masculino,27000
4.6,29.0,Universitario,Manufactura,Desarrollo,0.227,0.072,5,6,4,Otro,52000
0.6,34.0,Técnico,Salud,Desarrollo,0.14,0.058,47,54,1,Otro,39000
5.4,33.0,Universitario,Finanzas,Finanzas,0.223,0.092,41,52,4,Masculino,51000
7.9,19.0,Técnico,Tecnología,Operaciones,0.076,0.085,10,11,2,Otro,35000
2.1,33.0,Técnico,Finanzas,Recursos Humanos,0.177,0.075,27,32,4,Masculino,31000
3.8,42.0,Postgrado,Manufactura,Finanzas,0.186,0.021,29,34,2,Otro,72000
5.7,39.0,Universitario,Finanzas,Operaciones,0.181,0.07,29,35,3,Masculino,40000
7.5,40.0,Técnico,Manufactura,Recursos Humanos,0.139,0.072,7,8,4,Femenino,39000
4.1,32.0,Técnico,Finanzas,Operaciones,0.187,0.079,8,9,3,Otro,39000
3.6,30.0,Postgrado,Educación,Ventas,0.098,0.034,34,37,4,Otro,69000
1.1,45.0,Universitario,Finanzas,Recursos Humanos,0.169,0.068,37,44,1,Otro,50000
5.2,31.0,Secundaria,Tecnología,Ventas,0.161,0.066,33,39,3,Masculino,28000
9.1,37.0,Postgrado,Tecnología,Desarrollo,0.114,0.045,8,9,5,Otro,63000
5.6,36.0,Técnico,Finanzas,Finanzas,0.206,0.07,18,22,5,Otro,30000
5.0,47.0,Universitario,Finanzas,Operaciones,0.066,0.018,25,26,5,Masculino,58000
5.6,43.0,Técnico,Salud,Finanzas,0.084,0.068,11,12,3,Otro,39000
5.0,25.0,Postgrado,Finanzas,Operaciones,0.144,0.065,25,29,2,Otro,72000
3.4,25.0,Postgrado,Tecnología,Ventas,0.228,0.029,11,13,4,Masculino,61000
6.6,40.0,Universitario,Educación,Recursos Humanos,0.165,0.084,5,6,1,Masculino,48000
5.5,34.0,Postgrado,Tecnología,Recursos Humanos,0.218,0.089,38,47,1,Masculino,66000
5.0,31.0,Postgrado,Salud,Operaciones,0.154,0.029,27,31,3,Otro,69000
3.0,43.0,Secundaria,Finanzas,Ventas,0.207,0.017,7,8,5,Femenino,25000
7.6,36.0,Técnico,Educación,Operaciones,0.115,0.064,22,25,1,Masculino,33000
6.3,35.0,Secundaria,Tecnología,Operaciones,0.213,0.053,47,58,1,Otro,23000
3.9,41.0,Secundaria,Educación,Operaciones,0.13,0.048,16,18,2,Femenino,26000
7.0,32.0,Universitario,Manufactura,Recursos Humanos,0.162,0.078,18,21,1,Femenino,47000
4.0,48.0,Postgrado,Tecnología,Operaciones,0.085,0.097,45,51,1,Masculino,79000
3.4,29.0,Técnico,Manufactura,Recursos Humanos,0.234,0.053,32,40,4,Masculino,36000
3.5,40.0,Técnico,Educación,Desarrollo,0.19,0.011,46,54,1,Masculino,32000
1.5,46.0,Técnico,Finanzas,Ventas,0.222,0.064,49,61,4,Masculino,38000
5.9,24.0,Postgrado,Finanzas,Desarrollo,0.092,0.069,28,31,5,Masculino,78000
1.3,32.0,Técnico,Finanzas,Operaciones,0.064,0.085,28,30,2,Otro,32000
2.5,44.0,Técnico,Manufactura,Recursos Humanos,0.117,0.028,7,7,1,Otro,39000
0.8,44.0,Postgrado,Finanzas,Ventas,0.153,0.057,13,15,2,Masculino,71000
4.8,34.0,Universitario,Salud,Finanzas,0.21,0.05,28,34,2,Otro,57000
4.7,29.0,Técnico,Tecnología,Ventas,0.13,0.07,6,6,2,Masculino,32000
4.3,43.0,Postgrado,Tecnología,Ventas,0.104,0.016,44,48,3,Masculino,77000
2.9,44.0,Secundaria,Educación,Operaciones,0.125,0.09,32,37,4,Femenino,20000
2.7,26.0,Postgrado,Manufactura,Desarrollo,0.191,0.056,11,13,2,Masculino,65000
5.9,25.0,Secundaria,Tecnología,Desarrollo,0.117,0.089,13,15,5,Femenino,21000
3.9,37.0,Postgrado,Manufactura,Finanzas,0.246,0.041,49,62,1,Otro,68000
5.6,40.0,Técnico,Educación,Operaciones,0.085,0.069,43,48,2,Masculino,33000
3.2,33.0,Universitario,Finanzas,Ventas,0.201,0.096,43,53,2,Femenino,52000
5.4,40.0,Universitario,Educación,Desarrollo,0.168,0.095,37,44,1,Femenino,42000
7.6,29.0,Técnico,Salud,Desarrollo,0.097,0.095,38,43,5,Otro,33000
6.2,18.0,Secundaria,Finanzas,Recursos Humanos,0.201,0.014,25,30,2,Femenino,22000
4.2,32.0,Postgrado,Finanzas,Ventas,0.14,0.046,33,38,2,Masculino,60000
5.5,36.0,Técnico,Finanzas,Operaciones,0.186,0.015,31,37,5,Masculino,30000
4.5,33.0,Postgrado,Educación,Desarrollo,0.182,0.038,21,25,2,Femenino,68000
5.0,26.0,Técnico,Salud,Operaciones,0.072,0.026,46,49,5,Masculino,36000
4.3,20.0,Técnico,Manufactura,Ventas,0.218,0.066,27,33,2,Masculino,38000
4.7,31.0,Postgrado,Educación,Ventas,0.186,0.08,49,60,1,Femenino,62000
5.4,42.0,Universitario,Tecnología,Desarrollo,0.206,0.056,25,30,5,Otro,42000
3.0,45.0,Universitario,Tecnología,Finanzas,0.14,0.082,12,14,1,Otro,57000
3.0,45.0,Secundaria,Educación,Operaciones,0.089,0.011,13,14,1,Masculino,21000
2.2,28.0,Postgrado,Manufactura,Operaciones,0.115,0.084,37,42,2,Femenino,70000
1.8,26.0,Secundaria,Tecnología,Recursos Humanos,0.23,0.026,8,9,5,Masculino,28000
2.6,39.0,Técnico,Manufactura,Ventas,0.238,0.051,22,27,3,Masculino,31000
5.3,40.0,Secundaria,Finanzas,Ventas,0.146,0.05,36,42,1,Femenino,23000
3.2,38.0,Técnico,Educación,Desarrollo,0.11,0.089,34,39,1,Otro,33000
6.0,19.0,Postgrado,Finanzas,Desarrollo,0.196,0.097,29,36,1,Masculino,68000
5.1,28.0,Postgrado,Tecnología,Desarrollo,0.203,0.033,37,45,2,Otro,73000
1.1,35.0,Postgrado,Manufactura,Recursos Humanos,0.213,0.016,39,47,2,Masculino,78000
6.3,39.0,Postgrado,Finanzas,Finanzas,0.056,0.069,46,50,1,Femenino,75000
6.6,41.0,Secundaria,Tecnología,Desarrollo,0.052,0.055,38,41,2,Femenino,29000
3.0,36.0,Técnico,Salud,Desarrollo,0.121,0.061,6,6,2,Otro,31000
5.8,38.0,Universitario,Finanzas,Desarrollo,0.08,0.014,17,18,2,Masculino,54000
3.3,36.0,Postgrado,Salud,Recursos Humanos,0.211,0.08,45,56,4,Femenino,78000
5.2,40.0,Postgrado,Salud,Operaciones,0.157,0.031,27,31,5,Masculino,68000
2.5,38.0,Técnico,Tecnología,Finanzas,0.215,0.04,27,33,2,Masculino,34000
1.4,36.0,Universitario,Educación,Operaciones,0.085,0.031,35,38,4,Otro,55000
4.2,33.0,Postgrado,Manufactura,Ventas,0.175,0.095,6,7,4,Masculino,76000
4.8,36.0,Universitario,Tecnología,Ventas,0.166,0.025,6,7,2,Masculino,49000
4.2,39.0,Postgrado,Finanzas,Desarrollo,0.118,0.076,9,10,4,Otro,64000
2.6,37.0,Secundaria,Manufactura,Operaciones,0.153,0.032,18,21,3,Femenino,28000
4.2,38.0,Secundaria,Educación,Recursos Humanos,0.168,0.048,27,32,4,Masculino,25000
5.5,46.0,Universitario,Tecnología,Finanzas,0.228,0.1,39,49,5,Masculino,49000
4.9,37.0,Técnico,Educación,Operaciones,0.061,0.019,5,5,4,Femenino,37000
5.4,30.0,Técnico,Finanzas,Operaciones,0.215,0.089,45,56,2,Otro,30000
3.7,42.0,Secundaria,Tecnología,Finanzas,0.246,0.095,44,56,1,Femenino,27000
7.3,24.0,Técnico,Finanzas,Operaciones,0.196,0.073,19,23,3,Masculino,35000
2.6,26.0,Técnico,Manufactura,Operaciones,0.197,0.011,34,40,4,Masculino,33000
6.0,38.0,Técnico,Manufactura,Finanzas,0.094,0.084,25,28,3,Otro,32000
7.4,39.0,Universitario,Educación,Recursos Humanos,0.155,0.089,12,14,5,Otro,55000
6.0,25.0,Universitario,Educación,Finanzas,0.191,0.098,11,13,4,Femenino,44000
4.6,32.0,Técnico,Manufactura,Desarrollo,0.17,0.086,45,54,4,Otro,34000
3.9,30.0,Secundaria,Salud,Desarrollo,0.127,0.05,38,43,3,Femenino,26000
7.1,31.0,Técnico,Manufactura,Desarrollo,0.238,0.072,46,58,4,Femenino,38000
2.2,43.0,Postgrado,Tecnología,Desarrollo,0.153,0.054,41,48,4,Masculino,70000
3.1,41.0,Secundaria,Finanzas,Ventas,0.244,0.042,36,45,1,Femenino,20000
4.2,35.0,Universitario,Manufactura,Recursos Humanos,0.163,0.066,37,44,3,Femenino,42000
7.5,31.0,Postgrado,Manufactura,Ventas,0.209,0.079,10,12,2,Otro,65000
5.8,24.0,Técnico,Finanzas,Operaciones,0.198,0.067,46,56,2,Otro,33000
3.1,46.0,Técnico,Finanzas,Operaciones,0.182,0.084,14,17,5,Masculino,31000
4.4,40.0,Secundaria,Tecnología,Finanzas,0.053,0.026,30,31,1,Masculino,24000
3.8,29.0,Secundaria,Finanzas,Desarrollo,0.065,0.044,49,53,3,Masculino,22000
3.6,41.0,Técnico,Educación,Finanzas,0.166,0.038,30,35,3,Femenino,33000
7.0,34.0,Técnico,Manufactura,Operaciones,0.232,0.027,23,28,1,Otro,35000
2.3,33.0,Secundaria,Finanzas,Desarrollo,0.17,0.05,39,46,1,Femenino,26000
8.2,38.0,Postgrado,Tecnología,Recursos Humanos,0.097,0.095,49,56,5,Masculino,77000
6.7,29.0,Universitario,Finanzas,Operaciones,0.114,0.058,8,9,2,Otro,42000
7.2,32.0,Secundaria,Manufactura,Finanzas,0.175,0.036,29,34,3,Femenino,26000
4.1,36.0,Postgrado,Salud,Finanzas,0.169,0.042,12,14,1,Otro,72000
4.7,31.0,Técnico,Finanzas,Operaciones,0.241,0.065,16,20,3,Femenino,34000
2.1,40.0,Universitario,Educación,Ventas,0.156,0.042,28,32,2,Masculino,59000
4.0,50.0,Postgrado,Manufactura,Recursos Humanos,0.121,0.058,28,32,3,Femenino,79000
6.0,29.0,Universitario,Tecnología,Operaciones,0.155,0.035,21,24,3,Femenino,48000
7.6,22.0,Universitario,Manufactura,Operaciones,0.207,0.041,29,35,1,Masculino,48000
2.8,19.0,Universitario,Salud,Finanzas,0.158,0.074,37,44,1,Masculino,46000
4.3,34.0,Postgrado,Tecnología,Desarrollo,0.115,0.063,31,35,1,Femenino,60000
4.7,30.0,Postgrado,Salud,Desarrollo,0.118,0.018,6,6,2,Femenino,60000
2.2,37.0,Técnico,Salud,Desarrollo,0.201,0.098,13,16,4,Femenino,32000
